,Reference,Assembler,Lx,nContigs
0,Bacillus_subtilis,VelvetOptimiser,0,0
1,Bacillus_subtilis,VelvetOptimiser,1,0
2,Bacillus_subtilis,VelvetOptimiser,2,0
3,Bacillus_subtilis,VelvetOptimiser,3,0
4,Bacillus_subtilis,VelvetOptimiser,4,0
5,Bacillus_subtilis,VelvetOptimiser,5,0
6,Bacillus_subtilis,VelvetOptimiser,6,0
7,Bacillus_subtilis,VelvetOptimiser,7,1
8,Bacillus_subtilis,VelvetOptimiser,8,1
9,Bacillus_subtilis,VelvetOptimiser,9,1
10,Bacillus_subtilis,VelvetOptimiser,10,1
11,Bacillus_subtilis,VelvetOptimiser,11,2
12,Bacillus_subtilis,VelvetOptimiser,12,2
13,Bacillus_subtilis,VelvetOptimiser,13,2
14,Bacillus_subtilis,VelvetOptimiser,14,3
15,Bacillus_subtilis,VelvetOptimiser,15,3
16,Bacillus_subtilis,VelvetOptimiser,16,3
17,Bacillus_subtilis,VelvetOptimiser,17,4
18,Bacillus_subtilis,VelvetOptimiser,18,4
19,Bacillus_subtilis,VelvetOptimiser,19,4
20,Bacillus_subtilis,VelvetOptimiser,20,5
21,Bacillus_subtilis,VelvetOptimiser,21,5
22,Bacillus_subtilis,VelvetOptimiser,22,5
23,Bacillus_subtilis,VelvetOptimiser,23,6
24,Bacillus_subtilis,VelvetOptimiser,24,6
25,Bacillus_subtilis,VelvetOptimiser,25,6
26,Bacillus_subtilis,VelvetOptimiser,26,7
27,Bacillus_subtilis,VelvetOptimiser,27,7
28,Bacillus_subtilis,VelvetOptimiser,28,8
29,Bacillus_subtilis,VelvetOptimiser,29,8
30,Bacillus_subtilis,VelvetOptimiser,30,8
31,Bacillus_subtilis,VelvetOptimiser,31,9
32,Bacillus_subtilis,VelvetOptimiser,32,9
33,Bacillus_subtilis,VelvetOptimiser,33,10
34,Bacillus_subtilis,VelvetOptimiser,34,10
35,Bacillus_subtilis,VelvetOptimiser,35,11
36,Bacillus_subtilis,VelvetOptimiser,36,11
37,Bacillus_subtilis,VelvetOptimiser,37,12
38,Bacillus_subtilis,VelvetOptimiser,38,12
39,Bacillus_subtilis,VelvetOptimiser,39,13
40,Bacillus_subtilis,VelvetOptimiser,40,13
41,Bacillus_subtilis,VelvetOptimiser,41,14
42,Bacillus_subtilis,VelvetOptimiser,42,14
43,Bacillus_subtilis,VelvetOptimiser,43,15
44,Bacillus_subtilis,VelvetOptimiser,44,15
45,Bacillus_subtilis,VelvetOptimiser,45,16
46,Bacillus_subtilis,VelvetOptimiser,46,16
47,Bacillus_subtilis,VelvetOptimiser,47,17
48,Bacillus_subtilis,VelvetOptimiser,48,18
49,Bacillus_subtilis,VelvetOptimiser,49,18
50,Bacillus_subtilis,VelvetOptimiser,50,19
51,Bacillus_subtilis,VelvetOptimiser,51,19
52,Bacillus_subtilis,VelvetOptimiser,52,20
53,Bacillus_subtilis,VelvetOptimiser,53,21
54,Bacillus_subtilis,VelvetOptimiser,54,21
55,Bacillus_subtilis,VelvetOptimiser,55,22
56,Bacillus_subtilis,VelvetOptimiser,56,22
57,Bacillus_subtilis,VelvetOptimiser,57,23
58,Bacillus_subtilis,VelvetOptimiser,58,24
59,Bacillus_subtilis,VelvetOptimiser,59,24
60,Bacillus_subtilis,VelvetOptimiser,60,25
61,Bacillus_subtilis,VelvetOptimiser,61,26
62,Bacillus_subtilis,VelvetOptimiser,62,27
63,Bacillus_subtilis,VelvetOptimiser,63,27
64,Bacillus_subtilis,VelvetOptimiser,64,28
65,Bacillus_subtilis,VelvetOptimiser,65,29
66,Bacillus_subtilis,VelvetOptimiser,66,30
67,Bacillus_subtilis,VelvetOptimiser,67,30
68,Bacillus_subtilis,VelvetOptimiser,68,31
69,Bacillus_subtilis,VelvetOptimiser,69,32
70,Bacillus_subtilis,VelvetOptimiser,70,33
71,Bacillus_subtilis,VelvetOptimiser,71,34
72,Bacillus_subtilis,VelvetOptimiser,72,35
73,Bacillus_subtilis,VelvetOptimiser,73,36
74,Bacillus_subtilis,VelvetOptimiser,74,37
75,Bacillus_subtilis,VelvetOptimiser,75,38
76,Bacillus_subtilis,VelvetOptimiser,76,39
77,Bacillus_subtilis,VelvetOptimiser,77,40
78,Bacillus_subtilis,VelvetOptimiser,78,41
79,Bacillus_subtilis,VelvetOptimiser,79,43
80,Bacillus_subtilis,VelvetOptimiser,80,44
81,Bacillus_subtilis,VelvetOptimiser,81,45
82,Bacillus_subtilis,VelvetOptimiser,82,47
83,Bacillus_subtilis,VelvetOptimiser,83,48
84,Bacillus_subtilis,VelvetOptimiser,84,49
85,Bacillus_subtilis,VelvetOptimiser,85,51
86,Bacillus_subtilis,VelvetOptimiser,86,53
87,Bacillus_subtilis,VelvetOptimiser,87,54
88,Bacillus_subtilis,VelvetOptimiser,88,56
89,Bacillus_subtilis,VelvetOptimiser,89,58
90,Bacillus_subtilis,VelvetOptimiser,90,60
91,Bacillus_subtilis,VelvetOptimiser,91,62
92,Bacillus_subtilis,VelvetOptimiser,92,65
93,Bacillus_subtilis,VelvetOptimiser,93,67
94,Bacillus_subtilis,VelvetOptimiser,94,71
95,Bacillus_subtilis,VelvetOptimiser,95,75
96,Bacillus_subtilis,VelvetOptimiser,96,81
97,Bacillus_subtilis,VelvetOptimiser,97,90
98,Bacillus_subtilis,VelvetOptimiser,98,
99,Bacillus_subtilis,VelvetOptimiser,99,
100,Bacillus_subtilis,VelvetOptimiser,100,
101,Enterococcus_faecalis,VelvetOptimiser,0,0
102,Enterococcus_faecalis,VelvetOptimiser,1,0
103,Enterococcus_faecalis,VelvetOptimiser,2,0
104,Enterococcus_faecalis,VelvetOptimiser,3,0
105,Enterococcus_faecalis,VelvetOptimiser,4,0
106,Enterococcus_faecalis,VelvetOptimiser,5,1
107,Enterococcus_faecalis,VelvetOptimiser,6,1
108,Enterococcus_faecalis,VelvetOptimiser,7,1
109,Enterococcus_faecalis,VelvetOptimiser,8,2
110,Enterococcus_faecalis,VelvetOptimiser,9,2
111,Enterococcus_faecalis,VelvetOptimiser,10,3
112,Enterococcus_faecalis,VelvetOptimiser,11,3
113,Enterococcus_faecalis,VelvetOptimiser,12,3
114,Enterococcus_faecalis,VelvetOptimiser,13,4
115,Enterococcus_faecalis,VelvetOptimiser,14,4
116,Enterococcus_faecalis,VelvetOptimiser,15,5
117,Enterococcus_faecalis,VelvetOptimiser,16,5
118,Enterococcus_faecalis,VelvetOptimiser,17,6
119,Enterococcus_faecalis,VelvetOptimiser,18,6
120,Enterococcus_faecalis,VelvetOptimiser,19,7
121,Enterococcus_faecalis,VelvetOptimiser,20,7
122,Enterococcus_faecalis,VelvetOptimiser,21,8
123,Enterococcus_faecalis,VelvetOptimiser,22,8
124,Enterococcus_faecalis,VelvetOptimiser,23,9
125,Enterococcus_faecalis,VelvetOptimiser,24,9
126,Enterococcus_faecalis,VelvetOptimiser,25,10
