,Reference,Assembler,Lx,nContigs
0,Bacillus_subtilis,BCALM2,0,0
1,Bacillus_subtilis,BCALM2,1,0
2,Bacillus_subtilis,BCALM2,2,0
3,Bacillus_subtilis,BCALM2,3,0
4,Bacillus_subtilis,BCALM2,4,1
5,Bacillus_subtilis,BCALM2,5,1
6,Bacillus_subtilis,BCALM2,6,1
7,Bacillus_subtilis,BCALM2,7,2
8,Bacillus_subtilis,BCALM2,8,2
9,Bacillus_subtilis,BCALM2,9,2
10,Bacillus_subtilis,BCALM2,10,3
11,Bacillus_subtilis,BCALM2,11,3
12,Bacillus_subtilis,BCALM2,12,3
13,Bacillus_subtilis,BCALM2,13,4
14,Bacillus_subtilis,BCALM2,14,4
15,Bacillus_subtilis,BCALM2,15,4
16,Bacillus_subtilis,BCALM2,16,5
17,Bacillus_subtilis,BCALM2,17,5
18,Bacillus_subtilis,BCALM2,18,5
19,Bacillus_subtilis,BCALM2,19,6
20,Bacillus_subtilis,BCALM2,20,6
21,Bacillus_subtilis,BCALM2,21,6
22,Bacillus_subtilis,BCALM2,22,7
23,Bacillus_subtilis,BCALM2,23,7
24,Bacillus_subtilis,BCALM2,24,8
25,Bacillus_subtilis,BCALM2,25,8
26,Bacillus_subtilis,BCALM2,26,9
27,Bacillus_subtilis,BCALM2,27,9
28,Bacillus_subtilis,BCALM2,28,9
29,Bacillus_subtilis,BCALM2,29,10
30,Bacillus_subtilis,BCALM2,30,10
31,Bacillus_subtilis,BCALM2,31,11
32,Bacillus_subtilis,BCALM2,32,11
33,Bacillus_subtilis,BCALM2,33,11
34,Bacillus_subtilis,BCALM2,34,12
35,Bacillus_subtilis,BCALM2,35,13
36,Bacillus_subtilis,BCALM2,36,13
37,Bacillus_subtilis,BCALM2,37,14
38,Bacillus_subtilis,BCALM2,38,14
39,Bacillus_subtilis,BCALM2,39,15
40,Bacillus_subtilis,BCALM2,40,15
41,Bacillus_subtilis,BCALM2,41,16
42,Bacillus_subtilis,BCALM2,42,16
43,Bacillus_subtilis,BCALM2,43,17
44,Bacillus_subtilis,BCALM2,44,17
45,Bacillus_subtilis,BCALM2,45,18
46,Bacillus_subtilis,BCALM2,46,19
47,Bacillus_subtilis,BCALM2,47,19
48,Bacillus_subtilis,BCALM2,48,20
49,Bacillus_subtilis,BCALM2,49,20
50,Bacillus_subtilis,BCALM2,50,21
51,Bacillus_subtilis,BCALM2,51,22
52,Bacillus_subtilis,BCALM2,52,22
53,Bacillus_subtilis,BCALM2,53,23
54,Bacillus_subtilis,BCALM2,54,24
55,Bacillus_subtilis,BCALM2,55,24
56,Bacillus_subtilis,BCALM2,56,25
57,Bacillus_subtilis,BCALM2,57,26
58,Bacillus_subtilis,BCALM2,58,26
59,Bacillus_subtilis,BCALM2,59,27
60,Bacillus_subtilis,BCALM2,60,28
61,Bacillus_subtilis,BCALM2,61,29
62,Bacillus_subtilis,BCALM2,62,29
63,Bacillus_subtilis,BCALM2,63,30
64,Bacillus_subtilis,BCALM2,64,31
65,Bacillus_subtilis,BCALM2,65,32
66,Bacillus_subtilis,BCALM2,66,33
67,Bacillus_subtilis,BCALM2,67,33
68,Bacillus_subtilis,BCALM2,68,34
69,Bacillus_subtilis,BCALM2,69,35
70,Bacillus_subtilis,BCALM2,70,36
71,Bacillus_subtilis,BCALM2,71,37
72,Bacillus_subtilis,BCALM2,72,39
73,Bacillus_subtilis,BCALM2,73,40
74,Bacillus_subtilis,BCALM2,74,41
75,Bacillus_subtilis,BCALM2,75,42
76,Bacillus_subtilis,BCALM2,76,43
77,Bacillus_subtilis,BCALM2,77,44
78,Bacillus_subtilis,BCALM2,78,46
79,Bacillus_subtilis,BCALM2,79,47
80,Bacillus_subtilis,BCALM2,80,48
81,Bacillus_subtilis,BCALM2,81,50
82,Bacillus_subtilis,BCALM2,82,51
83,Bacillus_subtilis,BCALM2,83,53
84,Bacillus_subtilis,BCALM2,84,54
85,Bacillus_subtilis,BCALM2,85,56
86,Bacillus_subtilis,BCALM2,86,58
87,Bacillus_subtilis,BCALM2,87,60
88,Bacillus_subtilis,BCALM2,88,62
89,Bacillus_subtilis,BCALM2,89,64
90,Bacillus_subtilis,BCALM2,90,66
91,Bacillus_subtilis,BCALM2,91,68
92,Bacillus_subtilis,BCALM2,92,71
93,Bacillus_subtilis,BCALM2,93,74
94,Bacillus_subtilis,BCALM2,94,77
95,Bacillus_subtilis,BCALM2,95,82
96,Bacillus_subtilis,BCALM2,96,88
97,Bacillus_subtilis,BCALM2,97,98
98,Bacillus_subtilis,BCALM2,98,
99,Bacillus_subtilis,BCALM2,99,
