Sample,Assembler,Reference,Contiguity,Breadth of Coverage,Multiplicity,Validity,Parsimony,Identity,lowest Identity,L90,Contigs,NA50,NG50,Basepairs,Ns,Misassemblies
EHS,VelvetOptimizer,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
EHS,Unicycler,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
EHS,SPAdes,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
EHS,SKESA,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
EHS,MINIA,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
EHS,metaSPAdes,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
EHS,MEGAHIT,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
EHS,IDBA-UD,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
EHS,GATBMiniaPipeline,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
EHS,BCALM2,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
