,Reference,Assembler,Lx,nContigs
0,Bacillus_subtilis,MEGAHIT,0,0
1,Bacillus_subtilis,MEGAHIT,1,0
2,Bacillus_subtilis,MEGAHIT,2,0
3,Bacillus_subtilis,MEGAHIT,3,0
4,Bacillus_subtilis,MEGAHIT,4,0
5,Bacillus_subtilis,MEGAHIT,5,0
6,Bacillus_subtilis,MEGAHIT,6,0
7,Bacillus_subtilis,MEGAHIT,7,0
8,Bacillus_subtilis,MEGAHIT,8,0
9,Bacillus_subtilis,MEGAHIT,9,0
10,Bacillus_subtilis,MEGAHIT,10,0
11,Bacillus_subtilis,MEGAHIT,11,0
12,Bacillus_subtilis,MEGAHIT,12,0
13,Bacillus_subtilis,MEGAHIT,13,0
14,Bacillus_subtilis,MEGAHIT,14,0
15,Bacillus_subtilis,MEGAHIT,15,0
16,Bacillus_subtilis,MEGAHIT,16,0
17,Bacillus_subtilis,MEGAHIT,17,0
18,Bacillus_subtilis,MEGAHIT,18,0
19,Bacillus_subtilis,MEGAHIT,19,1
20,Bacillus_subtilis,MEGAHIT,20,1
21,Bacillus_subtilis,MEGAHIT,21,1
22,Bacillus_subtilis,MEGAHIT,22,1
23,Bacillus_subtilis,MEGAHIT,23,1
24,Bacillus_subtilis,MEGAHIT,24,1
25,Bacillus_subtilis,MEGAHIT,25,1
26,Bacillus_subtilis,MEGAHIT,26,1
27,Bacillus_subtilis,MEGAHIT,27,1
28,Bacillus_subtilis,MEGAHIT,28,2
29,Bacillus_subtilis,MEGAHIT,29,2
30,Bacillus_subtilis,MEGAHIT,30,2
31,Bacillus_subtilis,MEGAHIT,31,2
32,Bacillus_subtilis,MEGAHIT,32,2
33,Bacillus_subtilis,MEGAHIT,33,2
34,Bacillus_subtilis,MEGAHIT,34,2
35,Bacillus_subtilis,MEGAHIT,35,2
36,Bacillus_subtilis,MEGAHIT,36,3
37,Bacillus_subtilis,MEGAHIT,37,3
38,Bacillus_subtilis,MEGAHIT,38,3
39,Bacillus_subtilis,MEGAHIT,39,3
40,Bacillus_subtilis,MEGAHIT,40,3
41,Bacillus_subtilis,MEGAHIT,41,3
42,Bacillus_subtilis,MEGAHIT,42,3
43,Bacillus_subtilis,MEGAHIT,43,4
44,Bacillus_subtilis,MEGAHIT,44,4
45,Bacillus_subtilis,MEGAHIT,45,4
46,Bacillus_subtilis,MEGAHIT,46,4
47,Bacillus_subtilis,MEGAHIT,47,4
48,Bacillus_subtilis,MEGAHIT,48,4
49,Bacillus_subtilis,MEGAHIT,49,4
50,Bacillus_subtilis,MEGAHIT,50,5
51,Bacillus_subtilis,MEGAHIT,51,5
52,Bacillus_subtilis,MEGAHIT,52,5
53,Bacillus_subtilis,MEGAHIT,53,5
54,Bacillus_subtilis,MEGAHIT,54,5
55,Bacillus_subtilis,MEGAHIT,55,5
56,Bacillus_subtilis,MEGAHIT,56,6
57,Bacillus_subtilis,MEGAHIT,57,6
58,Bacillus_subtilis,MEGAHIT,58,6
59,Bacillus_subtilis,MEGAHIT,59,6
60,Bacillus_subtilis,MEGAHIT,60,6
61,Bacillus_subtilis,MEGAHIT,61,6
62,Bacillus_subtilis,MEGAHIT,62,6
63,Bacillus_subtilis,MEGAHIT,63,7
64,Bacillus_subtilis,MEGAHIT,64,7
65,Bacillus_subtilis,MEGAHIT,65,7
66,Bacillus_subtilis,MEGAHIT,66,7
67,Bacillus_subtilis,MEGAHIT,67,7
68,Bacillus_subtilis,MEGAHIT,68,7
69,Bacillus_subtilis,MEGAHIT,69,8
70,Bacillus_subtilis,MEGAHIT,70,8
71,Bacillus_subtilis,MEGAHIT,71,8
72,Bacillus_subtilis,MEGAHIT,72,8
73,Bacillus_subtilis,MEGAHIT,73,8
74,Bacillus_subtilis,MEGAHIT,74,8
75,Bacillus_subtilis,MEGAHIT,75,9
76,Bacillus_subtilis,MEGAHIT,76,9
77,Bacillus_subtilis,MEGAHIT,77,9
78,Bacillus_subtilis,MEGAHIT,78,9
79,Bacillus_subtilis,MEGAHIT,79,9
80,Bacillus_subtilis,MEGAHIT,80,10
81,Bacillus_subtilis,MEGAHIT,81,10
82,Bacillus_subtilis,MEGAHIT,82,10
83,Bacillus_subtilis,MEGAHIT,83,10
84,Bacillus_subtilis,MEGAHIT,84,11
85,Bacillus_subtilis,MEGAHIT,85,11
86,Bacillus_subtilis,MEGAHIT,86,11
87,Bacillus_subtilis,MEGAHIT,87,12
88,Bacillus_subtilis,MEGAHIT,88,12
89,Bacillus_subtilis,MEGAHIT,89,12
90,Bacillus_subtilis,MEGAHIT,90,13
91,Bacillus_subtilis,MEGAHIT,91,13
92,Bacillus_subtilis,MEGAHIT,92,14
93,Bacillus_subtilis,MEGAHIT,93,15
94,Bacillus_subtilis,MEGAHIT,94,15
95,Bacillus_subtilis,MEGAHIT,95,16
96,Bacillus_subtilis,MEGAHIT,96,18
97,Bacillus_subtilis,MEGAHIT,97,19
98,Bacillus_subtilis,MEGAHIT,98,21
99,Bacillus_subtilis,MEGAHIT,99,25
100,Bacillus_subtilis,MEGAHIT,100,
101,Enterococcus_faecalis,MEGAHIT,0,0
102,Enterococcus_faecalis,MEGAHIT,1,0
103,Enterococcus_faecalis,MEGAHIT,2,0
104,Enterococcus_faecalis,MEGAHIT,3,0
105,Enterococcus_faecalis,MEGAHIT,4,0
106,Enterococcus_faecalis,MEGAHIT,5,0
107,Enterococcus_faecalis,MEGAHIT,6,0
108,Enterococcus_faecalis,MEGAHIT,7,0
109,Enterococcus_faecalis,MEGAHIT,8,0
110,Enterococcus_faecalis,MEGAHIT,9,0
111,Enterococcus_faecalis,MEGAHIT,10,0
112,Enterococcus_faecalis,MEGAHIT,11,0
113,Enterococcus_faecalis,MEGAHIT,12,0
114,Enterococcus_faecalis,MEGAHIT,13,0
115,Enterococcus_faecalis,MEGAHIT,14,0
116,Enterococcus_faecalis,MEGAHIT,15,0
117,Enterococcus_faecalis,MEGAHIT,16,0
118,Enterococcus_faecalis,MEGAHIT,17,0
119,Enterococcus_faecalis,MEGAHIT,18,0
120,Enterococcus_faecalis,MEGAHIT,19,0
121,Enterococcus_faecalis,MEGAHIT,20,0
122,Enterococcus_faecalis,MEGAHIT,21,0
123,Enterococcus_faecalis,MEGAHIT,22,0
124,Enterococcus_faecalis,MEGAHIT,23,0
125,Enterococcus_faecalis,MEGAHIT,24,1
126,Enterococcus_faecalis,MEGAHIT,25,1
127,Enterococcus_faecalis,MEGAHIT,26,1
128,Enterococcus_faecalis,MEGAHIT,27,1
129,Enterococcus_faecalis,MEGAHIT,28,1
130,Enterococcus_faecalis,MEGAHIT,29,1
131,Enterococcus_faecalis,MEGAHIT,30,1
132,Enterococcus_faecalis,MEGAHIT,31,1
133,Enterococcus_faecalis,MEGAHIT,32,1
134,Enterococcus_faecalis,MEGAHIT,33,2
135,Enterococcus_faecalis,MEGAHIT,34,2
136,Enterococcus_faecalis,MEGAHIT,35,2
137,Enterococcus_faecalis,MEGAHIT,36,2
138,Enterococcus_faecalis,MEGAHIT,37,2
139,Enterococcus_faecalis,MEGAHIT,38,2
140,Enterococcus_faecalis,MEGAHIT,39,2
