,Reference,Assembler,Lx,nContigs
0,Bacillus_subtilis,ABySS,0,0
1,Bacillus_subtilis,ABySS,1,2
2,Bacillus_subtilis,ABySS,2,5
3,Bacillus_subtilis,ABySS,3,8
4,Bacillus_subtilis,ABySS,4,11
5,Bacillus_subtilis,ABySS,5,15
6,Bacillus_subtilis,ABySS,6,19
7,Bacillus_subtilis,ABySS,7,23
8,Bacillus_subtilis,ABySS,8,27
9,Bacillus_subtilis,ABySS,9,31
10,Bacillus_subtilis,ABySS,10,35
11,Bacillus_subtilis,ABySS,11,40
12,Bacillus_subtilis,ABySS,12,45
13,Bacillus_subtilis,ABySS,13,50
14,Bacillus_subtilis,ABySS,14,55
15,Bacillus_subtilis,ABySS,15,60
16,Bacillus_subtilis,ABySS,16,65
17,Bacillus_subtilis,ABySS,17,70
18,Bacillus_subtilis,ABySS,18,76
19,Bacillus_subtilis,ABySS,19,82
20,Bacillus_subtilis,ABySS,20,87
21,Bacillus_subtilis,ABySS,21,93
22,Bacillus_subtilis,ABySS,22,99
23,Bacillus_subtilis,ABySS,23,105
24,Bacillus_subtilis,ABySS,24,111
25,Bacillus_subtilis,ABySS,25,117
26,Bacillus_subtilis,ABySS,26,124
27,Bacillus_subtilis,ABySS,27,130
28,Bacillus_subtilis,ABySS,28,137
29,Bacillus_subtilis,ABySS,29,143
30,Bacillus_subtilis,ABySS,30,150
31,Bacillus_subtilis,ABySS,31,157
32,Bacillus_subtilis,ABySS,32,165
33,Bacillus_subtilis,ABySS,33,172
34,Bacillus_subtilis,ABySS,34,179
35,Bacillus_subtilis,ABySS,35,187
36,Bacillus_subtilis,ABySS,36,195
37,Bacillus_subtilis,ABySS,37,203
38,Bacillus_subtilis,ABySS,38,211
39,Bacillus_subtilis,ABySS,39,219
40,Bacillus_subtilis,ABySS,40,228
41,Bacillus_subtilis,ABySS,41,236
42,Bacillus_subtilis,ABySS,42,245
43,Bacillus_subtilis,ABySS,43,253
44,Bacillus_subtilis,ABySS,44,262
45,Bacillus_subtilis,ABySS,45,271
46,Bacillus_subtilis,ABySS,46,281
47,Bacillus_subtilis,ABySS,47,290
48,Bacillus_subtilis,ABySS,48,301
49,Bacillus_subtilis,ABySS,49,311
50,Bacillus_subtilis,ABySS,50,321
51,Bacillus_subtilis,ABySS,51,332
52,Bacillus_subtilis,ABySS,52,343
53,Bacillus_subtilis,ABySS,53,354
54,Bacillus_subtilis,ABySS,54,366
55,Bacillus_subtilis,ABySS,55,377
56,Bacillus_subtilis,ABySS,56,389
57,Bacillus_subtilis,ABySS,57,401
58,Bacillus_subtilis,ABySS,58,413
59,Bacillus_subtilis,ABySS,59,426
60,Bacillus_subtilis,ABySS,60,438
61,Bacillus_subtilis,ABySS,61,451
62,Bacillus_subtilis,ABySS,62,464
63,Bacillus_subtilis,ABySS,63,478
64,Bacillus_subtilis,ABySS,64,492
65,Bacillus_subtilis,ABySS,65,506
66,Bacillus_subtilis,ABySS,66,521
67,Bacillus_subtilis,ABySS,67,536
68,Bacillus_subtilis,ABySS,68,551
69,Bacillus_subtilis,ABySS,69,567
70,Bacillus_subtilis,ABySS,70,583
71,Bacillus_subtilis,ABySS,71,600
72,Bacillus_subtilis,ABySS,72,617
73,Bacillus_subtilis,ABySS,73,634
74,Bacillus_subtilis,ABySS,74,652
75,Bacillus_subtilis,ABySS,75,670
76,Bacillus_subtilis,ABySS,76,689
77,Bacillus_subtilis,ABySS,77,708
78,Bacillus_subtilis,ABySS,78,728
79,Bacillus_subtilis,ABySS,79,749
80,Bacillus_subtilis,ABySS,80,770
81,Bacillus_subtilis,ABySS,81,792
82,Bacillus_subtilis,ABySS,82,815
83,Bacillus_subtilis,ABySS,83,838
84,Bacillus_subtilis,ABySS,84,863
85,Bacillus_subtilis,ABySS,85,888
86,Bacillus_subtilis,ABySS,86,914
87,Bacillus_subtilis,ABySS,87,941
88,Bacillus_subtilis,ABySS,88,970
89,Bacillus_subtilis,ABySS,89,1000
90,Bacillus_subtilis,ABySS,90,1032
91,Bacillus_subtilis,ABySS,91,1065
92,Bacillus_subtilis,ABySS,92,1101
93,Bacillus_subtilis,ABySS,93,
94,Bacillus_subtilis,ABySS,94,
95,Bacillus_subtilis,ABySS,95,
96,Bacillus_subtilis,ABySS,96,
97,Bacillus_subtilis,ABySS,97,
98,Bacillus_subtilis,ABySS,98,
99,Bacillus_subtilis,ABySS,99,
100,Bacillus_subtilis,ABySS,100,
101,Enterococcus_faecalis,ABySS,0,0
102,Enterococcus_faecalis,ABySS,1,
103,Enterococcus_faecalis,ABySS,2,
104,Enterococcus_faecalis,ABySS,3,
105,Enterococcus_faecalis,ABySS,4,
106,Enterococcus_faecalis,ABySS,5,
107,Enterococcus_faecalis,ABySS,6,
108,Enterococcus_faecalis,ABySS,7,
109,Enterococcus_faecalis,ABySS,8,
110,Enterococcus_faecalis,ABySS,9,
111,Enterococcus_faecalis,ABySS,10,
112,Enterococcus_faecalis,ABySS,11,
113,Enterococcus_faecalis,ABySS,12,
114,Enterococcus_faecalis,ABySS,13,
115,Enterococcus_faecalis,ABySS,14,
116,Enterococcus_faecalis,ABySS,15,
117,Enterococcus_faecalis,ABySS,16,
118,Enterococcus_faecalis,ABySS,17,
119,Enterococcus_faecalis,ABySS,18,
120,Enterococcus_faecalis,ABySS,19,
121,Enterococcus_faecalis,ABySS,20,
122,Enterococcus_faecalis,ABySS,21,
123,Enterococcus_faecalis,ABySS,22,
124,Enterococcus_faecalis,ABySS,23,
125,Enterococcus_faecalis,ABySS,24,
126,Enterococcus_faecalis,ABySS,25,
127,Enterococcus_faecalis,ABySS,26,
128,Enterococcus_faecalis,ABySS,27,
129,Enterococcus_faecalis,ABySS,28,
130,Enterococcus_faecalis,ABySS,29,
131,Enterococcus_faecalis,ABySS,30,
132,Enterococcus_faecalis,ABySS,31,
133,Enterococcus_faecalis,ABySS,32,
134,Enterococcus_faecalis,ABySS,33,
135,Enterococcus_faecalis,ABySS,34,
136,Enterococcus_faecalis,ABySS,35,
137,Enterococcus_faecalis,ABySS,36,
138,Enterococcus_faecalis,ABySS,37,
139,Enterococcus_faecalis,ABySS,38,
140,Enterococcus_faecalis,ABySS,39,
141,Enterococcus_faecalis,ABySS,40,
142,Enterococcus_faecalis,ABySS,41,
143,Enterococcus_faecalis,ABySS,42,
144,Enterococcus_faecalis,ABySS,43,
145,Enterococcus_faecalis,ABySS,44,
146,Enterococcus_faecalis,ABySS,45,
147,Enterococcus_faecalis,ABySS,46,
148,Enterococcus_faecalis,ABySS,47,
149,Enterococcus_faecalis,ABySS,48,
150,Enterococcus_faecalis,ABySS,49,
151,Enterococcus_faecalis,ABySS,50,
152,Enterococcus_faecalis,ABySS,51,
153,Enterococcus_faecalis,ABySS,52,
154,Enterococcus_faecalis,ABySS,53,
155,Enterococcus_faecalis,ABySS,54,
156,Enterococcus_faecalis,ABySS,55,
157,Enterococcus_faecalis,ABySS,56,
158,Enterococcus_faecalis,ABySS,57,
159,Enterococcus_faecalis,ABySS,58,
160,Enterococcus_faecalis,ABySS,59,
161,Enterococcus_faecalis,ABySS,60,
162,Enterococcus_faecalis,ABySS,61,
163,Enterococcus_faecalis,ABySS,62,
164,Enterococcus_faecalis,ABySS,63,
165,Enterococcus_faecalis,ABySS,64,
166,Enterococcus_faecalis,ABySS,65,
167,Enterococcus_faecalis,ABySS,66,
168,Enterococcus_faecalis,ABySS,67,
169,Enterococcus_faecalis,ABySS,68,
170,Enterococcus_faecalis,ABySS,69,
171,Enterococcus_faecalis,ABySS,70,
172,Enterococcus_faecalis,ABySS,71,
173,Enterococcus_faecalis,ABySS,72,
174,Enterococcus_faecalis,ABySS,73,
175,Enterococcus_faecalis,ABySS,74,
176,Enterococcus_faecalis,ABySS,75,
177,Enterococcus_faecalis,ABySS,76,
178,Enterococcus_faecalis,ABySS,77,
179,Enterococcus_faecalis,ABySS,78,
180,Enterococcus_faecalis,ABySS,79,
181,Enterococcus_faecalis,ABySS,80,
182,Enterococcus_faecalis,ABySS,81,
183,Enterococcus_faecalis,ABySS,82,
184,Enterococcus_faecalis,ABySS,83,
185,Enterococcus_faecalis,ABySS,84,
186,Enterococcus_faecalis,ABySS,85,
187,Enterococcus_faecalis,ABySS,86,
188,Enterococcus_faecalis,ABySS,87,
189,Enterococcus_faecalis,ABySS,88,
190,Enterococcus_faecalis,ABySS,89,
191,Enterococcus_faecalis,ABySS,90,
192,Enterococcus_faecalis,ABySS,91,
193,Enterococcus_faecalis,ABySS,92,
194,Enterococcus_faecalis,ABySS,93,
195,Enterococcus_faecalis,ABySS,94,
196,Enterococcus_faecalis,ABySS,95,
197,Enterococcus_faecalis,ABySS,96,
198,Enterococcus_faecalis,ABySS,97,
199,Enterococcus_faecalis,ABySS,98,
200,Enterococcus_faecalis,ABySS,99,
201,Enterococcus_faecalis,ABySS,100,
202,Escherichia_coli_plasmid,ABySS,0,0
203,Escherichia_coli_plasmid,ABySS,1,
204,Escherichia_coli_plasmid,ABySS,2,
205,Escherichia_coli_plasmid,ABySS,3,
206,Escherichia_coli_plasmid,ABySS,4,
207,Escherichia_coli_plasmid,ABySS,5,
208,Escherichia_coli_plasmid,ABySS,6,
209,Escherichia_coli_plasmid,ABySS,7,
210,Escherichia_coli_plasmid,ABySS,8,
211,Escherichia_coli_plasmid,ABySS,9,
212,Escherichia_coli_plasmid,ABySS,10,
213,Escherichia_coli_plasmid,ABySS,11,
214,Escherichia_coli_plasmid,ABySS,12,
215,Escherichia_coli_plasmid,ABySS,13,
216,Escherichia_coli_plasmid,ABySS,14,
217,Escherichia_coli_plasmid,ABySS,15,
218,Escherichia_coli_plasmid,ABySS,16,
219,Escherichia_coli_plasmid,ABySS,17,
220,Escherichia_coli_plasmid,ABySS,18,
221,Escherichia_coli_plasmid,ABySS,19,
222,Escherichia_coli_plasmid,ABySS,20,
223,Escherichia_coli_plasmid,ABySS,21,
224,Escherichia_coli_plasmid,ABySS,22,
225,Escherichia_coli_plasmid,ABySS,23,
226,Escherichia_coli_plasmid,ABySS,24,
227,Escherichia_coli_plasmid,ABySS,25,
228,Escherichia_coli_plasmid,ABySS,26,
229,Escherichia_coli_plasmid,ABySS,27,
230,Escherichia_coli_plasmid,ABySS,28,
231,Escherichia_coli_plasmid,ABySS,29,
232,Escherichia_coli_plasmid,ABySS,30,
233,Escherichia_coli_plasmid,ABySS,31,
234,Escherichia_coli_plasmid,ABySS,32,
235,Escherichia_coli_plasmid,ABySS,33,
236,Escherichia_coli_plasmid,ABySS,34,
237,Escherichia_coli_plasmid,ABySS,35,
238,Escherichia_coli_plasmid,ABySS,36,
239,Escherichia_coli_plasmid,ABySS,37,
240,Escherichia_coli_plasmid,ABySS,38,
241,Escherichia_coli_plasmid,ABySS,39,
242,Escherichia_coli_plasmid,ABySS,40,
243,Escherichia_coli_plasmid,ABySS,41,
244,Escherichia_coli_plasmid,ABySS,42,
245,Escherichia_coli_plasmid,ABySS,43,
246,Escherichia_coli_plasmid,ABySS,44,
247,Escherichia_coli_plasmid,ABySS,45,
248,Escherichia_coli_plasmid,ABySS,46,
249,Escherichia_coli_plasmid,ABySS,47,
250,Escherichia_coli_plasmid,ABySS,48,
251,Escherichia_coli_plasmid,ABySS,49,
252,Escherichia_coli_plasmid,ABySS,50,
253,Escherichia_coli_plasmid,ABySS,51,
254,Escherichia_coli_plasmid,ABySS,52,
255,Escherichia_coli_plasmid,ABySS,53,
256,Escherichia_coli_plasmid,ABySS,54,
257,Escherichia_coli_plasmid,ABySS,55,
258,Escherichia_coli_plasmid,ABySS,56,
259,Escherichia_coli_plasmid,ABySS,57,
260,Escherichia_coli_plasmid,ABySS,58,
261,Escherichia_coli_plasmid,ABySS,59,
262,Escherichia_coli_plasmid,ABySS,60,
263,Escherichia_coli_plasmid,ABySS,61,
264,Escherichia_coli_plasmid,ABySS,62,
265,Escherichia_coli_plasmid,ABySS,63,
266,Escherichia_coli_plasmid,ABySS,64,
267,Escherichia_coli_plasmid,ABySS,65,
268,Escherichia_coli_plasmid,ABySS,66,
269,Escherichia_coli_plasmid,ABySS,67,
270,Escherichia_coli_plasmid,ABySS,68,
271,Escherichia_coli_plasmid,ABySS,69,
272,Escherichia_coli_plasmid,ABySS,70,
273,Escherichia_coli_plasmid,ABySS,71,
274,Escherichia_coli_plasmid,ABySS,72,
275,Escherichia_coli_plasmid,ABySS,73,
276,Escherichia_coli_plasmid,ABySS,74,
277,Escherichia_coli_plasmid,ABySS,75,
278,Escherichia_coli_plasmid,ABySS,76,
279,Escherichia_coli_plasmid,ABySS,77,
280,Escherichia_coli_plasmid,ABySS,78,
281,Escherichia_coli_plasmid,ABySS,79,
282,Escherichia_coli_plasmid,ABySS,80,
283,Escherichia_coli_plasmid,ABySS,81,
284,Escherichia_coli_plasmid,ABySS,82,
285,Escherichia_coli_plasmid,ABySS,83,
