,Reference,Assembler,NGx,Basepairs
0,Bacillus_subtilis,IDBA-UD,0,125907
1,Bacillus_subtilis,IDBA-UD,1,125907
2,Bacillus_subtilis,IDBA-UD,2,125907
3,Bacillus_subtilis,IDBA-UD,3,125907
4,Bacillus_subtilis,IDBA-UD,4,108471
5,Bacillus_subtilis,IDBA-UD,5,108471
6,Bacillus_subtilis,IDBA-UD,6,85238
7,Bacillus_subtilis,IDBA-UD,7,85238
8,Bacillus_subtilis,IDBA-UD,8,74304
9,Bacillus_subtilis,IDBA-UD,9,74304
10,Bacillus_subtilis,IDBA-UD,10,73919
11,Bacillus_subtilis,IDBA-UD,11,73919
12,Bacillus_subtilis,IDBA-UD,12,71533
13,Bacillus_subtilis,IDBA-UD,13,71533
14,Bacillus_subtilis,IDBA-UD,14,69042
15,Bacillus_subtilis,IDBA-UD,15,69042
16,Bacillus_subtilis,IDBA-UD,16,66837
17,Bacillus_subtilis,IDBA-UD,17,66166
18,Bacillus_subtilis,IDBA-UD,18,66166
19,Bacillus_subtilis,IDBA-UD,19,66022
20,Bacillus_subtilis,IDBA-UD,20,63599
21,Bacillus_subtilis,IDBA-UD,21,63599
22,Bacillus_subtilis,IDBA-UD,22,62390
23,Bacillus_subtilis,IDBA-UD,23,62390
24,Bacillus_subtilis,IDBA-UD,24,61111
25,Bacillus_subtilis,IDBA-UD,25,51436
26,Bacillus_subtilis,IDBA-UD,26,50564
27,Bacillus_subtilis,IDBA-UD,27,50564
28,Bacillus_subtilis,IDBA-UD,28,49376
29,Bacillus_subtilis,IDBA-UD,29,47613
30,Bacillus_subtilis,IDBA-UD,30,44797
31,Bacillus_subtilis,IDBA-UD,31,44441
32,Bacillus_subtilis,IDBA-UD,32,44122
33,Bacillus_subtilis,IDBA-UD,33,43322
34,Bacillus_subtilis,IDBA-UD,34,43214
35,Bacillus_subtilis,IDBA-UD,35,43175
36,Bacillus_subtilis,IDBA-UD,36,43175
37,Bacillus_subtilis,IDBA-UD,37,41899
38,Bacillus_subtilis,IDBA-UD,38,41214
39,Bacillus_subtilis,IDBA-UD,39,40644
