Sample,Assembler,Reference,Contiguity,Breadth of Coverage,Multiplicity,Validity,Parsimony,Identity,lowest Identity,L90,Contigs,NA50,NG50,Basepairs,Ns,Misassemblies
LNN,VelvetOptimizer,Staphylococcus_aureus_plasmid3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
LNN,VelvetOptimizer,Staphylococcus_aureus_plasmid2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
LNN,VelvetOptimizer,Staphylococcus_aureus_plasmid1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
LNN,VelvetOptimizer,Staphylococcus_aureus,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
LNN,VelvetOptimizer,Salmonella_enterica,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
LNN,VelvetOptimizer,Pseudomonas_aeruginosa,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
LNN,VelvetOptimizer,Listeria_monocytogenes,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
LNN,VelvetOptimizer,Lactobacillus_fermentum,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
LNN,VelvetOptimizer,Escherichia_coli_plasmid,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
LNN,VelvetOptimizer,Escherichia_coli,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
LNN,VelvetOptimizer,Enterococcus_faecalis,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
LNN,VelvetOptimizer,Bacillus_subtilis,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
LNN,Unicycler,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,Unicycler,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,Unicycler,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,Unicycler,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,Unicycler,Salmonella_enterica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,Unicycler,Pseudomonas_aeruginosa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,Unicycler,Listeria_monocytogenes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,Unicycler,Lactobacillus_fermentum,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,Unicycler,Escherichia_coli_plasmid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,Unicycler,Escherichia_coli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,Unicycler,Enterococcus_faecalis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,Unicycler,Bacillus_subtilis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,SPAdes,Staphylococcus_aureus_plasmid3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,SPAdes,Staphylococcus_aureus_plasmid2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,SPAdes,Staphylococcus_aureus_plasmid1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
LNN,SPAdes,Staphylococcus_aureus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
